xi,yi
$900.00,$900.00
$302.97,$302.97
$231.47,$2.31
$82.50,$0.02
$600.00,$2.50
$162.38,$261.91
$55.90,$84.69
$40.63,$25.88
$26.25,$19.89
$128.42,$298.64
$48.83,$73.98
$131.71,$258.25
$100.32,$200.64
$30.27,$24.61
$26.68,$27.51
$75.04,$170.55
$101.20,$202.39
$24.27,$16.97
$23.96,$17.24
$107.41,$238.69
$367.84,$9.68
$381.48,$11.22
$234.90,$7.83
$252.49,$36.07
$387.04,$48.38
$260.40,$52.08
$218.96,$27.37
$450.54,$50.06
$599.10,$19.97
$274.26,$39.18
$420.12,$46.68
$666.90,$11.70
$203.40,$20.34
$104.60,$20.92
$484.65,$17.95
$163.52,$11.68
$139.84,$17.48
$200.70,$13.38
$211.84,$6.62
$82.41,$27.47
$86.24,$5.39
$151.34,$3.29
$18.28,$9.14
$149.60,$11.92
$58.18,$2.08
$56.68,$26.61
$10.98,$1.01
$43.90,$35.98
$107.31,$10.02
$25.73,$5.51
$28.51,$12.90
$37.79,$19.89
$24.43,$9.81
$900.00,$900.00
$305.75,$305.75
$232.43,$2.32
$82.50,$0.02
$600.00,$2.50
$163.65,$263.95
$57.02,$86.40
$41.84,$26.65
$26.69,$20.22
$129.77,$301.80
$49.74,$75.36
$132.35,$259.50
$101.09,$202.17
$30.71,$24.97
$27.50,$28.35
$76.34,$173.51
$101.95,$203.90
$24.82,$17.36
$24.48,$17.61
$108.27,$240.61
$377.34,$9.93
$353.26,$10.39
$237.30,$7.91
$251.44,$35.92
$393.28,$49.16
$255.70,$51.14
$219.44,$27.43
$465.75,$51.75
$599.10,$19.97
$274.75,$39.25
$429.66,$47.74
$640.68,$11.24
$204.80,$20.48
$106.40,$21.28
$470.88,$17.44
$203.14,$14.51
$121.60,$15.20
$189.75,$12.65
$204.16,$6.38
$71.97,$23.99
$92.00,$5.75
$130.64,$2.84
$18.34,$9.17
$148.97,$11.87
$58.18,$2.08
$57.72,$27.10
$10.87,$1.00
$43.90,$35.98
$107.85,$10.07
$25.87,$5.54
$28.53,$12.91
$37.98,$19.99
$24.53,$9.85
$900.00,$900.00
$294.11,$294.11
$233.36,$2.33
$82.50,$0.02
$600.00,$2.50
$164.67,$265.60
$58.25,$88.25
$41.43,$26.39
$26.24,$19.88
$130.69,$303.94
$50.16,$76.00
$133.04,$260.86
$101.52,$203.04
$30.23,$24.58
$27.25,$28.09
$77.01,$175.03
$102.75,$205.49
$25.04,$17.51
$24.56,$17.67
$110.09,$244.64
$388.74,$10.23
$343.06,$10.09
$240.00,$8.00
$253.26,$36.18
$408.24,$51.03
$259.05,$51.81
$222.00,$27.75
$497.34,$55.26
$599.10,$19.97
$278.04,$39.72
$428.76,$47.64
$631.56,$11.08
$205.30,$20.53
$107.40,$21.48
$468.72,$17.36
$181.02,$12.93
$126.96,$15.87
$195.00,$13.00
$188.48,$5.89
$62.73,$20.91
$95.20,$5.95
$134.32,$2.92
$12.98,$6.49
$150.35,$11.98
$58.18,$2.08
$59.34,$27.86
$10.98,$1.01
$43.90,$35.98
$108.81,$10.16
$26.11,$5.59
$28.75,$13.01
$38.02,$20.01
$24.50,$9.84
$900.00,$900.00
$288.67,$288.67
$234.29,$2.34
$82.50,$0.02
$600.00,$2.50
$167.39,$269.99
$58.52,$88.67
$41.95,$26.72
$26.36,$19.97
$130.99,$304.63
$50.81,$76.99
$133.44,$261.65
$101.54,$203.07
$30.82,$25.06
$27.51,$28.36
$77.40,$175.90
$103.34,$206.68
$25.18,$17.61
$24.76,$17.81
$110.10,$244.67
$389.50,$10.25
$430.44,$12.66
$241.80,$8.06
$257.04,$36.72
$414.24,$51.78
$262.05,$52.41
$223.04,$27.88
$514.89,$57.21
$599.10,$19.97
$280.49,$40.07
$426.60,$47.40
$642.96,$11.28
$205.20,$20.52
$105.70,$21.14
$499.77,$18.51
$239.96,$17.14
$129.36,$16.17
$187.05,$12.47
$198.08,$6.19
$67.83,$22.61
$96.32,$6.02
$141.22,$3.07
$11.22,$5.61
$151.48,$12.07
$58.18,$2.08
$58.66,$27.54
$10.98,$1.01
$44.02,$36.08
$109.56,$10.23
$26.34,$5.64
$29.06,$13.15
$38.15,$20.08
$24.45,$9.82
$900.00,$900.00
$292.25,$292.25
$235.25,$2.35
$82.50,$0.02
$600.00,$2.50
$169.48,$273.36
$58.94,$89.30
$42.09,$26.81
$26.36,$19.97
$131.15,$305.00
$50.95,$77.20
$133.59,$261.94
$101.97,$203.93
$30.82,$25.06
$27.51,$28.36
$77.57,$176.30
$103.37,$206.74
$25.25,$17.66
$24.92,$17.93
$120.36,$267.46
$391.78,$10.31
$418.20,$12.30
$245.40,$8.18
$262.71,$37.53
$418.96,$52.37
$262.90,$52.58
$224.48,$28.06
$496.35,$55.15
$599.10,$19.97
$274.54,$39.22
$374.04,$41.56
$673.74,$11.82
$207.20,$20.72
$104.60,$20.92
$487.35,$18.05
$188.86,$13.49
$138.96,$17.37
$193.35,$12.89
$183.36,$5.73
$61.86,$20.62
$90.40,$5.65
$188.14,$4.09
$8.46,$4.23
$153.11,$12.20
$58.18,$2.08
$58.98,$27.69
$10.98,$1.01
$44.02,$36.08
$109.46,$10.22
$26.39,$5.65
$29.42,$13.31
$38.27,$20.14
$24.55,$9.86
$900.00,$900.00
$281.60,$281.60
$236.21,$2.36
$82.50,$0.02
$600.00,$2.50
$170.90,$275.64
$59.02,$89.42
$42.41,$27.01
$26.77,$20.28
$131.16,$305.03
$51.50,$78.03
$134.09,$262.92
$102.97,$205.93
$30.84,$25.07
$27.70,$28.56
$77.57,$176.30
$103.45,$206.90
$25.47,$17.81
$25.33,$18.22
$120.38,$267.51
$391.78,$10.31
$387.26,$11.39
$246.00,$8.20
$263.06,$37.58
$420.64,$52.58
$261.65,$52.33
$223.76,$27.97
$472.68,$52.52
$599.10,$19.97
$261.24,$37.32
$290.97,$32.33
$658.92,$11.56
$206.40,$20.64
$102.10,$20.42
$475.74,$17.62
$194.46,$13.89
$162.64,$20.33
$204.00,$13.60
$230.72,$7.21
$65.88,$21.96
$92.48,$5.78
$291.64,$6.34
$9.02,$4.51
$154.87,$12.34
$57.90,$2.07
$59.13,$27.76
$10.98,$1.01
$44.37,$36.37
$110.85,$10.35
$26.29,$5.63
$29.30,$13.26
$38.46,$20.24
$24.70,$9.92
$900.00,$900.00
$242.50,$242.50
$237.17,$2.37
$82.50,$0.02
$600.00,$2.50
$172.29,$277.88
$59.53,$90.19
$42.92,$27.34
$26.95,$20.42
$132.23,$307.51
$51.90,$78.64
$133.60,$261.97
$104.73,$209.45
$31.37,$25.50
$27.97,$28.83
$77.88,$177.00
$104.06,$208.11
$25.67,$17.95
$25.55,$18.38
$112.13,$249.17
$391.78,$10.31
$351.22,$10.33
$246.90,$8.23
$259.14,$37.02
$427.20,$53.40
$263.05,$52.61
$226.08,$28.26
$473.49,$52.61
$599.10,$19.97
$244.79,$34.97
$306.09,$34.01
$692.55,$12.15
$205.80,$20.58
$99.30,$19.86
$488.43,$18.09
$171.50,$12.25
$279.76,$34.97
$247.80,$16.52
$181.44,$5.67
$72.24,$24.08
$95.52,$5.97
$245.64,$5.34
$9.56,$4.78
$157.25,$12.53
$58.46,$2.09
$59.45,$27.91
$10.98,$1.01
$44.77,$36.70
$111.92,$10.45
$26.15,$5.60
$29.44,$13.32
$38.76,$20.40
$24.73,$9.93
$900.00,$900.00
$228.24,$228.24
$238.13,$2.38
$82.50,$0.02
$600.00,$2.50
$177.15,$285.14
$60.14,$91.12
$44.70,$28.56
$27.41,$20.77
$134.44,$311.05
$52.69,$79.83
$136.07,$266.81
$104.29,$208.57
$31.37,$25.50
$28.22,$29.09
$78.81,$179.12
$106.34,$211.85
$25.50,$17.80
$25.97,$18.71
$112.84,$252.37
$394.06,$10.37
$363.46,$10.69
$248.10,$8.27
$256.20,$36.60
$429.28,$53.66
$263.05,$52.61
$228.24,$28.53
$478.35,$53.15
$599.10,$19.97
$245.07,$35.01
$332.64,$36.96
$669.75,$11.75
$210.80,$21.08
$99.20,$19.84
$490.59,$18.17
$125.72,$8.98
$208.56,$26.07
$241.05,$16.07
$170.24,$5.32
$63.72,$21.24
$94.08,$5.88
$202.86,$4.41
$8.16,$4.08
$157.00,$12.51
$58.46,$2.09
$59.41,$27.89
$10.87,$1.00
$45.81,$37.55
$111.92,$10.45
$27.04,$5.79
$29.75,$13.46
$38.74,$20.39
$24.63,$9.89
$900.00,$900.00
$238.47,$238.47
$239.12,$2.39
$82.50,$0.02
$600.00,$2.50
$180.21,$290.05
$61.13,$92.62
$44.71,$28.57
$27.55,$20.87
$135.86,$314.34
$53.12,$80.48
$137.73,$270.06
$104.65,$209.29
$31.93,$25.96
$28.35,$29.23
$80.84,$183.72
$107.79,$214.74
$25.92,$18.09
$26.25,$18.91
$111.88,$250.22
$393.68,$10.36
$366.18,$10.77
$249.60,$8.32
$254.80,$36.40
$429.28,$53.66
$262.30,$52.46
$231.12,$28.89
$472.50,$52.50
$599.10,$19.97
$243.04,$34.72
$357.66,$39.74
$762.09,$13.37
$209.50,$20.95
$99.20,$19.84
$591.57,$21.91
$111.30,$7.95
$229.92,$28.74
$214.20,$14.28
$174.08,$5.44
$52.95,$17.65
$94.08,$5.88
$167.90,$3.65
$7.62,$3.81
$159.51,$12.71
$58.46,$2.09
$59.41,$27.89
$10.87,$1.00
$45.81,$37.55
$112.88,$10.54
$27.13,$5.81
$29.86,$13.51
$38.74,$20.39
$24.63,$9.89
$900.00,$900.00
$246.61,$246.61
$240.09,$2.40
$82.50,$0.02
$600.00,$2.50
$181.86,$292.71
$61.95,$93.86
$45.20,$28.88
$27.64,$20.94
$135.19,$312.78
$53.88,$81.64
$138.60,$271.76
$106.16,$212.32
$31.93,$25.96
$28.72,$29.61
$81.95,$186.25
$108.90,$216.95
$26.59,$18.56
$26.39,$19.01
$112.54,$251.70
$395.96,$10.42
$363.80,$10.70
$249.60,$8.32
$252.21,$36.03
$426.72,$53.34
$260.00,$52.00
$234.72,$29.34
$468.81,$52.09
$599.10,$19.97
$240.31,$34.33
$384.75,$42.75
$794.01,$13.93
$208.90,$20.89
$99.20,$19.84
$599.94,$22.22
$121.94,$8.71
$244.48,$30.56
$218.40,$14.56
$185.60,$5.80
$58.35,$19.45
$93.60,$5.85
$150.42,$3.27
$7.20,$3.60
$158.76,$12.65
$58.46,$2.09
$59.55,$27.96
$10.87,$1.00
$45.81,$37.55
$113.42,$10.59
$26.90,$5.76
$30.01,$13.58
$38.51,$20.27
$24.70,$9.92
$900.00,$900.00
$249.00,$249.00
$241.07,$2.41
$82.50,$0.02
$600.00,$2.50
$182.61,$293.92
$62.19,$94.23
$45.54,$29.10
$27.84,$21.09
$135.55,$313.61
$54.37,$82.38
$139.88,$274.27
$106.89,$213.77
$31.93,$25.96
$28.94,$29.83
$82.12,$186.63
$109.96,$219.05
$26.66,$18.61
$26.35,$18.98
$112.65,$251.93
$396.34,$10.43
$362.44,$10.66
$252.30,$8.41
$247.31,$35.33
$428.80,$53.60
$262.40,$52.48
$236.24,$29.53
$489.96,$54.44
$599.10,$19.97
$250.81,$35.83
$423.54,$47.06
$746.70,$13.10
$208.90,$20.89
$97.30,$19.46
$554.04,$20.52
$182.28,$13.02
$214.40,$26.80
$228.15,$15.21
$163.20,$5.10
$125.55,$41.85
$97.44,$6.09
$160.54,$3.49
$8.04,$4.02
$159.13,$12.68
$58.46,$2.09
$59.60,$27.98
$10.87,$1.00
$45.81,$37.55
$112.46,$10.50
$26.99,$5.78
$30.14,$13.64
$39.12,$20.59
$24.63,$9.89
$900.00,$900.00
$255.46,$255.46
$242.06,$2.42
$82.50,$0.02
$600.00,$2.50
$184.00,$296.15
$63.62,$96.40
$46.92,$29.98
$28.67,$21.72
$139.46,$322.66
$54.44,$82.48
$141.51,$277.48
$107.98,$215.96
$32.16,$26.15
$28.94,$29.83
$82.32,$187.09
$110.27,$219.67
$27.46,$19.17
$26.35,$18.98
$113.48,$253.80
$397.86,$10.47
$359.72,$10.58
$252.90,$8.43
$245.35,$35.05
$437.84,$54.73
$266.60,$53.32
$239.68,$29.96
$485.82,$53.98
$642.99,$21.43
$284.76,$40.68
$448.56,$49.84
$807.69,$14.17
$208.90,$20.89
$99.10,$19.82
$581.31,$21.53
$222.60,$15.90
$169.04,$21.13
$245.10,$16.34
$193.60,$6.05
$131.91,$43.97
$99.36,$6.21
$161.92,$3.52
$8.20,$4.10
$160.01,$12.75
$58.46,$2.09
$59.62,$27.99
$10.87,$1.00
$45.81,$37.55
$112.03,$10.46
$26.71,$5.72
$30.52,$13.81
$38.99,$20.52
$24.63,$9.89
$900.00,$900.00
$252.39,$252.39
$243.04,$2.43
$82.50,$0.02
$600.00,$2.50
$187.72,$302.14
$63.99,$96.95
$47.11,$30.10
$29.14,$22.08
$141.19,$326.67
$55.00,$83.34
$144.56,$283.45
$109.27,$218.54
$33.04,$26.86
$29.33,$30.24
$85.54,$194.41
$114.00,$227.11
$27.91,$19.48
$26.68,$19.22
$113.97,$254.88
$397.10,$10.45
$347.48,$10.22
$254.70,$8.49
$242.97,$34.71
$438.80,$54.85
$268.75,$53.75
$239.84,$29.98
$498.69,$55.41
$646.50,$21.55
$300.58,$42.94
$476.46,$52.94
$790.02,$13.86
$207.90,$20.79
$99.60,$19.92
$516.51,$19.13
$211.68,$15.12
$148.48,$18.56
$256.05,$17.07
$240.00,$7.50
$138.42,$46.14
$99.20,$6.20
$167.44,$3.64
$8.40,$4.20
$159.39,$12.70
$59.30,$2.12
$60.00,$28.17
$10.76,$0.99
$45.93,$37.65
$112.78,$10.53
$26.62,$5.70
$30.65,$13.87
$39.33,$20.70
$24.63,$9.89
$900.00,$900.00
$254.31,$254.31
$244.05,$2.44
$82.50,$0.02
$600.00,$2.50
$191.15,$307.67
$64.77,$98.13
$47.22,$30.17
$30.09,$22.80
$141.19,$326.67
$55.13,$83.53
$145.89,$286.06
$110.00,$219.99
$33.75,$27.44
$29.85,$30.77
$86.27,$196.06
$114.46,$228.02
$27.81,$19.41
$26.68,$19.22
$114.20,$255.41
$404.32,$10.64
$330.48,$9.72
$257.10,$8.57
$241.78,$34.54
$440.80,$55.10
$267.85,$53.57
$239.92,$29.99
$516.42,$57.38
$646.50,$21.55
$293.09,$41.87
$467.37,$51.93
$811.68,$14.24
$213.00,$21.30
$100.20,$20.04
$517.86,$19.18
$215.32,$15.38
$140.32,$17.54
$229.20,$15.28
$193.60,$6.05
$124.41,$41.47
$114.08,$7.13
$172.04,$3.74
$9.58,$4.79
$160.26,$12.77
$59.30,$2.12
$60.34,$28.33
$10.76,$0.99
$45.62,$37.39
$115.35,$10.77
$26.85,$5.75
$30.79,$13.93
$39.43,$20.75
$24.75,$9.94
$900.00,$900.00
$257.11,$257.11
$245.02,$2.45
$82.50,$0.02
$600.00,$2.50
$195.17,$314.14
$65.70,$99.55
$47.61,$30.42
$30.54,$23.14
$141.86,$328.21
$55.16,$83.57
$147.38,$288.98
$110.55,$221.09
$34.29,$27.88
$30.40,$31.34
$86.78,$197.22
$114.76,$228.62
$27.78,$19.39
$26.89,$19.37
$116.36,$260.23
$404.32,$10.64
$318.58,$9.37
$258.30,$8.61
$243.18,$34.74
$446.32,$55.79
$266.40,$53.28
$238.24,$29.78
$515.61,$57.29
$646.50,$21.55
$286.72,$40.96
$461.52,$51.28
$777.48,$13.64
$213.00,$21.30
$101.30,$20.26
$510.30,$18.90
$205.66,$14.69
$142.48,$17.81
$206.70,$13.78
$203.52,$6.36
$113.55,$37.85
$117.60,$7.35
$199.64,$4.34
$10.24,$5.12
$160.14,$12.76
$60.69,$2.17
$59.83,$28.09
$10.76,$0.99
$45.62,$37.39
$116.20,$10.85
$26.85,$5.75
$30.85,$13.96
$39.46,$20.77
$24.75,$9.94
$900.00,$900.00
$255.74,$255.74
$245.98,$2.46
$82.50,$0.02
$600.00,$2.50
$196.57,$316.39
$65.71,$99.56
$47.87,$30.59
$30.82,$23.35
$141.86,$328.21
$56.15,$85.08
$148.22,$290.62
$110.34,$220.68
$35.33,$28.72
$31.20,$32.16
$87.21,$198.21
$114.91,$228.92
$28.57,$19.94
$27.02,$19.46
$116.37,$260.25
$407.74,$10.73
$313.14,$9.21
$261.00,$8.70
$238.42,$34.06
$448.00,$56.00
$266.45,$53.29
$237.36,$29.67
$528.66,$58.74
$646.50,$21.55
$279.58,$39.94
$464.40,$51.60
$723.33,$12.69
$212.30,$21.23
$101.90,$20.38
$533.79,$19.77
$197.12,$14.08
$200.80,$25.10
$209.25,$13.95
$196.48,$6.14
$107.16,$35.72
$121.76,$7.61
$253.00,$5.50
$11.28,$5.64
$160.51,$12.79
$60.69,$2.17
$60.17,$28.25
$10.76,$0.99
$45.62,$37.39
$115.13,$10.75
$26.85,$5.75
$31.43,$14.22
$39.52,$20.80
$24.63,$9.89
$900.00,$900.00
$252.64,$252.64
$246.99,$2.47
$82.50,$0.02
$600.00,$2.50
$196.51,$316.30
$67.27,$101.93
$48.66,$31.09
$31.00,$23.49
$141.93,$328.37
$56.11,$85.01
$151.53,$297.12
$111.35,$222.70
$35.25,$28.66
$31.34,$32.31
$87.63,$199.17
$114.92,$228.94
$29.03,$20.26
$27.65,$19.92
$116.38,$260.27
$408.50,$10.75
$297.16,$8.74
$262.20,$8.74
$236.95,$33.85
$455.20,$56.90
$265.25,$53.05
$239.68,$29.96
$549.00,$61.00
$646.50,$21.55
$286.09,$40.87
$485.73,$53.97
$695.40,$12.20
$208.60,$20.86
$102.80,$20.56
$518.13,$19.19
$212.10,$15.15
$210.16,$26.27
$208.20,$13.88
$239.36,$7.48
$105.27,$35.09
$118.56,$7.41
$323.84,$7.04
$17.40,$8.70
$161.64,$12.88
$61.25,$2.19
$60.47,$28.39
$10.76,$0.99
$45.62,$37.39
$115.03,$10.74
$26.57,$5.69
$31.78,$14.38
$39.52,$20.80
$24.63,$9.89
$900.00,$900.00
$254.78,$254.78
$248.00,$2.48
$82.50,$0.02
$600.00,$2.50
$197.24,$317.47
$68.32,$103.51
$48.66,$31.09
$31.00,$23.49
$142.30,$329.24
$56.12,$85.03
$151.78,$297.60
$111.39,$222.77
$35.21,$28.63
$31.34,$32.31
$87.25,$198.30
$115.41,$229.91
$29.34,$20.48
$27.72,$19.97
$115.08,$257.37
$408.12,$10.74
$311.44,$9.16
$262.20,$8.74
$235.97,$33.71
$461.92,$57.74
$262.35,$52.47
$241.28,$30.16
$541.89,$60.21
$667.20,$22.24
$301.21,$43.03
$414.99,$46.11
$734.16,$12.88
$208.80,$20.88
$104.40,$20.88
$509.49,$18.87
$206.22,$14.73
$266.00,$33.25
$243.00,$16.20
$387.52,$12.11
$94.77,$31.59
$118.08,$7.38
$375.82,$8.17
$20.74,$10.37
$161.90,$12.90
$61.81,$2.21
$60.77,$28.53
$10.76,$0.99
$45.62,$37.39
$114.70,$10.71
$26.90,$5.76
$31.85,$14.41
$40.07,$21.09
$24.55,$9.86
$900.00,$900.00
$251.52,$251.52
$249.00,$2.49
$82.50,$0.02
$600.00,$2.50
$198.84,$320.04
$68.57,$103.89
$49.63,$31.71
$31.33,$23.74
$142.95,$330.74
$56.21,$85.17
$152.84,$299.68
$112.30,$224.59
$37.22,$30.26
$31.41,$32.38
$88.00,$200.01
$115.54,$230.18
$29.60,$20.66
$28.63,$20.62
$115.64,$258.63
$410.02,$10.79
$327.42,$9.63
$262.80,$8.76
$235.41,$33.63
$469.12,$58.64
$262.35,$52.47
$240.00,$30.00
$545.13,$60.57
$671.40,$22.38
$300.02,$42.86
$366.30,$40.70
$754.11,$13.23
$209.90,$20.99
$104.80,$20.96
$513.00,$19.00
$207.06,$14.79
$237.60,$29.70
$250.35,$16.69
$212.80,$6.65
$97.56,$32.52
$119.36,$7.46
$356.04,$7.74
$12.56,$6.28
$161.77,$12.89
$62.65,$2.24
$60.83,$28.56
$10.76,$0.99
$45.77,$37.52
$114.28,$10.67
$27.18,$5.82
$31.98,$14.47
$40.07,$21.09
$24.55,$9.86
$900.00,$900.00
$242.19,$242.19
$250.03,$2.50
$82.50,$0.02
$600.00,$2.50
$199.30,$320.79
$69.27,$104.95
$49.78,$31.81
$31.39,$23.78
$143.24,$331.41
$56.69,$85.90
$153.45,$300.89
$114.13,$228.25
$37.44,$30.44
$31.50,$32.47
$86.99,$197.71
$115.66,$230.42
$29.99,$20.93
$28.65,$20.64
$115.85,$259.10
$410.40,$10.80
$335.92,$9.88
$263.40,$8.78
$235.69,$33.67
$472.08,$59.01
$262.55,$52.51
$237.28,$29.66
$539.64,$59.96
$671.40,$22.38
$298.41,$42.63
$374.58,$41.62
$767.22,$13.46
$211.60,$21.16
$105.60,$21.12
$521.10,$19.30
$265.16,$18.94
$188.00,$23.50
$243.75,$16.25
$167.68,$5.24
$121.95,$40.65
$122.24,$7.64
$279.68,$6.08
$10.10,$5.05
$161.77,$12.89
$62.65,$2.24
$61.00,$28.64
$10.87,$1.00
$45.77,$37.52
$115.03,$10.74
$26.48,$5.67
$31.91,$14.44
$40.24,$21.18
$24.85,$9.98
$900.00,$900.00
$256.01,$256.01
$251.07,$2.51
$82.50,$0.02
$600.00,$2.50
$201.51,$324.34
$69.66,$105.55
$50.08,$32.00
$31.57,$23.92
$143.24,$331.41
$56.68,$85.88
$152.28,$298.59
$115.46,$230.91
$37.75,$30.69
$31.81,$32.79
$87.55,$198.97
$116.15,$231.39
$29.99,$20.93
$28.65,$20.64
$115.87,$259.13
$414.20,$10.90
$331.84,$9.76
$264.90,$8.83
$235.20,$33.60
$475.12,$59.39
$262.80,$52.56
$237.28,$29.66
$539.37,$59.93
$671.40,$22.38
$288.96,$41.28
$395.82,$43.98
$818.52,$14.36
$211.50,$21.15
$105.40,$21.08
$513.00,$19.00
$207.90,$14.85
$206.88,$25.86
$187.80,$12.52
$172.48,$5.39
$129.84,$43.28
$109.92,$6.87
$239.66,$5.21
$9.16,$4.58
$161.27,$12.85
$62.93,$2.25
$61.22,$28.74
$10.87,$1.00
$45.62,$37.39
$116.31,$10.86
$26.90,$5.76
$31.98,$14.47
$40.22,$21.17
$24.85,$9.98
$900.00,$900.00
$276.04,$276.04
$252.09,$2.52
$82.50,$0.02
$600.00,$2.50
$201.53,$324.38
$68.09,$103.17
$50.55,$32.30
$31.70,$24.02
$143.52,$332.05
$56.92,$86.24
$152.48,$298.98
$115.48,$230.96
$37.87,$30.79
$31.99,$32.98
$87.73,$199.38
$116.31,$231.70
$30.17,$21.06
$28.54,$20.56
$116.32,$260.15
$419.52,$11.04
$336.26,$9.89
$267.30,$8.91
$232.54,$33.22
$476.72,$59.59
$263.00,$52.60
$238.24,$29.78
$536.04,$59.56
$671.40,$22.38
$285.32,$40.76
$417.69,$46.41
$800.85,$14.05
$212.50,$21.25
$105.80,$21.16
$523.53,$19.39
$203.56,$14.54
$184.40,$23.05
$164.85,$10.99
$147.84,$4.62
$107.58,$35.86
$111.36,$6.96
$226.78,$4.93
$10.34,$5.17
$162.27,$12.93
$63.49,$2.27
$61.92,$29.07
$10.87,$1.00
$45.62,$37.39
$116.20,$10.85
$27.04,$5.79
$32.27,$14.60
$40.81,$21.48
$24.92,$10.01
$900.00,$900.00
$278.02,$278.02
$253.12,$2.53
$97.51,$0.02
$600.00,$2.50
$202.45,$325.86
$68.40,$103.64
$51.05,$32.62
$31.94,$24.20
$144.69,$334.76
$57.14,$86.57
$154.59,$303.11
$113.87,$227.74
$37.98,$30.88
$32.09,$33.08
$88.43,$200.97
$115.54,$230.17
$30.36,$21.19
$28.54,$20.56
$116.39,$260.31
$420.66,$11.07
$345.10,$10.15
$270.30,$9.01
$232.40,$33.20
$476.32,$59.54
$263.15,$52.63
$242.88,$30.36
$544.86,$60.54
$722.10,$24.07
$294.49,$42.07
$458.46,$50.94
$749.55,$13.15
$211.70,$21.17
$105.80,$21.16
$517.59,$19.17
$215.18,$15.37
$163.68,$20.46
$155.55,$10.37
$143.68,$4.49
$124.41,$41.47
$112.64,$7.04
$207.92,$4.52
$15.26,$7.63
$162.27,$12.93
$62.37,$2.23
$61.71,$28.97
$10.87,$1.00
$45.98,$37.69
$115.99,$10.83
$27.37,$5.86
$32.27,$14.60
$40.85,$21.50
$24.85,$9.98
$900.00,$900.00
$287.73,$287.73
$254.15,$2.54
$97.51,$0.02
$600.00,$2.50
$203.70,$327.86
$68.30,$103.48
$51.44,$32.87
$32.11,$24.33
$145.37,$336.35
$57.14,$86.57
$154.73,$303.40
$115.38,$230.76
$38.27,$31.11
$32.26,$33.26
$89.29,$202.93
$115.50,$230.10
$30.37,$21.20
$28.54,$20.56
$117.19,$262.10
$423.32,$11.14
$366.18,$10.77
$270.30,$9.01
$233.66,$33.38
$480.24,$60.03
